Sbswat,critical_0_level,critical_10_level,critical_20_level,critical_30_level,critical_40_level,critical_50_level
227,0.0,-0.15366666666666673,-0.30733333333333335,-0.461,-0.6146666666666667,-0.7683333333333333
228,0.0,-0.1166666666666667,-0.23333333333333334,-0.35,-0.4666666666666667,-0.5833333333333333
229,0.0,-0.09550000000000003,-0.191,-0.2865,-0.382,-0.4775
230,0.0,-0.33833333333333315,-0.6766666666666665,-1.015,-1.353333333333333,-1.6916666666666664
231,0.0,-0.14116666666666666,-0.2823333333333333,-0.4235,-0.5646666666666667,-0.7058333333333333
232,0.0,-0.06233333333333335,-0.12466666666666668,-0.187,-0.24933333333333335,-0.31166666666666665
233,0.0,-0.11650000000000005,-0.23300000000000004,-0.34950000000000003,-0.4660000000000001,-0.5825
234,0.0,-0.07283333333333336,-0.14566666666666667,-0.2185,-0.29133333333333333,-0.36416666666666664
235,0.0,-0.27249999999999996,-0.5449999999999999,-0.8174999999999999,-1.0899999999999999,-1.3625
236,0.0,-0.1895,-0.379,-0.5685,-0.758,-0.9475
237,0.0,-0.3038333333333332,-0.6076666666666666,-0.9115,-1.2153333333333332,-1.5191666666666666
238,0.0,-0.09450000000000003,-0.189,-0.2835,-0.378,-0.4725
239,0.0,-0.12416666666666665,-0.24833333333333335,-0.3725,-0.4966666666666667,-0.6208333333333333
240,0.0,-0.07016666666666665,-0.1403333333333333,-0.21049999999999996,-0.2806666666666666,-0.35083333333333333
241,0.0,-0.1446666666666666,-0.28933333333333333,-0.434,-0.5786666666666667,-0.7233333333333334
242,0.0,0.0,0.0,0.0,0.0,0.0
243,0.0,0.0,0.0,0.0,0.0,0.0
244,0.0,0.0,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0,0.0,0.0
246,0.0,-0.0005,-0.001,-0.0015,-0.002,-0.0025
247,0.0,-0.02616666666666667,-0.05233333333333333,-0.0785,-0.10466666666666666,-0.13083333333333333
248,0.0,-0.027666666666666673,-0.05533333333333333,-0.083,-0.11066666666666666,-0.13833333333333334
249,0.0,-0.09650000000000003,-0.193,-0.2895,-0.386,-0.4825
250,0.0,-0.0005,-0.001,-0.0015,-0.002,-0.0025
251,0.0,-0.043999999999999984,-0.088,-0.132,-0.176,-0.22
252,0.0,-0.004,-0.008,-0.012,-0.016,-0.02
253,0.0,-0.22016666666666662,-0.44033333333333335,-0.6605,-0.8806666666666667,-1.1008333333333333
254,0.0,-0.066,-0.132,-0.198,-0.264,-0.33
255,0.0,-0.0008333333333333335,-0.0016666666666666666,-0.0025,-0.003333333333333333,-0.004166666666666667
256,0.0,-0.005833333333333336,-0.011666666666666669,-0.0175,-0.023333333333333338,-0.02916666666666667
257,0.0,-0.057999999999999996,-0.11599999999999999,-0.174,-0.23199999999999998,-0.29
258,0.0,-0.002333333333333333,-0.004666666666666666,-0.006999999999999999,-0.009333333333333332,-0.011666666666666667
259,0.0,-0.044833333333333336,-0.08966666666666667,-0.1345,-0.17933333333333334,-0.22416666666666668
260,0.0,-0.010666666666666672,-0.021333333333333336,-0.032,-0.04266666666666667,-0.05333333333333334
261,0.0,-0.059666666666666646,-0.11933333333333332,-0.179,-0.23866666666666664,-0.29833333333333334
262,0.0,-0.04566666666666669,-0.09133333333333335,-0.137,-0.1826666666666667,-0.22833333333333336
263,0.0,-0.02733333333333335,-0.05466666666666667,-0.082,-0.10933333333333334,-0.13666666666666666
264,0.0,-0.10133333333333339,-0.20266666666666666,-0.304,-0.4053333333333333,-0.5066666666666666
265,0.0,-0.02833333333333332,-0.05666666666666663,-0.08499999999999995,-0.11333333333333326,-0.14166666666666658
266,0.0,-0.013999999999999999,-0.028000000000000004,-0.042,-0.05600000000000001,-0.07
267,0.0,-0.07999999999999996,-0.15999999999999998,-0.24,-0.31999999999999995,-0.39999999999999997
268,0.0,-0.22066666666666657,-0.44133333333333336,-0.662,-0.8826666666666667,-1.1033333333333335
269,0.0,-0.10033333333333327,-0.20066666666666666,-0.301,-0.4013333333333333,-0.5016666666666667
270,0.0,-0.06733333333333336,-0.13466666666666666,-0.20199999999999996,-0.2693333333333333,-0.3366666666666666
271,0.0,-0.02733333333333335,-0.05466666666666667,-0.082,-0.10933333333333334,-0.13666666666666666
272,0.0,-0.16949999999999998,-0.33899999999999997,-0.5085,-0.6779999999999999,-0.8474999999999999
273,0.0,-0.027166666666666672,-0.05433333333333333,-0.0815,-0.10866666666666666,-0.13583333333333333
274,0.0,-0.0546666666666667,-0.10933333333333334,-0.164,-0.21866666666666668,-0.2733333333333333
275,0.0,-0.03583333333333333,-0.07166666666666666,-0.10749999999999998,-0.1433333333333333,-0.17916666666666667
276,0.0,-0.1908333333333334,-0.3816666666666667,-0.5725,-0.7633333333333334,-0.9541666666666667
277,0.0,-0.1688333333333334,-0.33766666666666667,-0.5065,-0.6753333333333333,-0.8441666666666666
278,0.0,-0.15416666666666667,-0.30833333333333335,-0.4625,-0.6166666666666667,-0.7708333333333334
279,0.0,-0.08533333333333337,-0.1706666666666667,-0.256,-0.3413333333333334,-0.4266666666666667
280,0.0,-0.07383333333333336,-0.14766666666666667,-0.2215,-0.29533333333333334,-0.36916666666666664
281,0.0,-0.24616666666666664,-0.4923333333333334,-0.7385,-0.9846666666666668,-1.2308333333333334
282,0.0,-0.14650000000000007,-0.29300000000000004,-0.4395,-0.5860000000000001,-0.7325
283,0.0,-0.19166666666666665,-0.3833333333333333,-0.575,-0.7666666666666666,-0.9583333333333333
284,0.0,-0.31233333333333335,-0.6246666666666667,-0.937,-1.2493333333333334,-1.5616666666666668
285,0.0,-0.08949999999999997,-0.179,-0.2685,-0.358,-0.4475
286,0.0,-0.07766666666666666,-0.15533333333333332,-0.23299999999999998,-0.31066666666666665,-0.38833333333333336
287,0.0,-0.09366666666666668,-0.18733333333333335,-0.281,-0.3746666666666667,-0.4683333333333334
288,0.0,-0.054333333333333345,-0.10866666666666666,-0.163,-0.21733333333333332,-0.27166666666666667
289,0.0,-0.10616666666666663,-0.21233333333333332,-0.3185,-0.42466666666666664,-0.5308333333333334
290,0.0,-0.06916666666666665,-0.1383333333333333,-0.20749999999999996,-0.2766666666666666,-0.3458333333333333
291,0.0,-0.12449999999999994,-0.249,-0.3735,-0.498,-0.6225
292,0.0,-0.12550000000000006,-0.251,-0.3765,-0.502,-0.6275
293,0.0,-0.06066666666666665,-0.12133333333333332,-0.182,-0.24266666666666664,-0.30333333333333334
294,0.0,-0.0743333333333333,-0.14866666666666667,-0.223,-0.29733333333333334,-0.3716666666666667
295,0.0,-0.1955,-0.391,-0.5865,-0.782,-0.9775
296,0.0,-0.1216666666666667,-0.24333333333333335,-0.365,-0.4866666666666667,-0.6083333333333333
297,0.0,-0.13150000000000006,-0.263,-0.3945,-0.526,-0.6575
